Parameter,Start_Timestamp,End_Timestamp,Duration_Records,Duration_Minutes
02FI_1000.PV,2022-12-30 19:51:00,2022-12-30 19:51:00,1,0.0
02FI_1000.PV,2023-01-06 16:46:00,2023-01-06 16:46:00,1,0.0
02FI_1000.PV,2023-01-22 15:02:00,2023-01-22 15:02:00,1,0.0
02FI_1000.PV,2023-02-04 03:09:00,2023-02-04 03:09:00,1,0.0
02FI_1000.PV,2023-02-04 09:43:00,2023-02-04 09:43:00,1,0.0
02FI_1000.PV,2023-03-07 15:09:00,2023-03-07 15:09:00,1,0.0
02FI_1000.PV,2023-03-23 22:22:00,2023-03-23 22:22:00,1,0.0
02FI_1000.PV,2023-03-24 15:05:00,2023-03-24 15:05:00,1,0.0
02FI_1000.PV,2023-03-26 15:53:00,2023-03-26 15:53:00,1,0.0
02FI_1000.PV,2023-04-08 19:49:00,2023-04-08 19:49:00,1,0.0
02FI_1000.PV,2023-04-12 12:35:00,2023-04-12 12:35:00,1,0.0
02FI_1000.PV,2023-04-16 18:43:00,2023-04-16 18:43:00,1,0.0
02FI_1000.PV,2023-04-20 20:44:00,2023-04-20 20:44:00,1,0.0
02FI_1000.PV,2023-04-21 01:51:00,2023-04-21 01:51:00,1,0.0
02FI_1000.PV,2023-04-22 10:29:00,2023-04-22 10:29:00,1,0.0
02FI_1000.PV,2023-04-27 00:21:00,2023-04-27 00:21:00,1,0.0
02FI_1000.PV,2023-04-28 22:03:00,2023-04-28 22:03:00,1,0.0
02FI_1000.PV,2023-05-07 18:00:00,2023-05-07 18:00:00,1,0.0
02FI_1000.PV,2023-05-19 22:41:00,2023-05-19 22:41:00,1,0.0
02FI_1000.PV,2023-05-20 17:39:00,2023-05-20 17:39:00,1,0.0
02FI_1000.PV,2023-05-21 07:28:00,2023-05-21 07:28:00,1,0.0
02FI_1000.PV,2023-05-25 16:42:00,2023-05-25 16:42:00,1,0.0
02FI_1000.PV,2023-06-03 20:58:00,2023-06-03 20:58:00,1,0.0
02FI_1000.PV,2023-06-14 10:09:00,2023-06-14 10:09:00,1,0.0
02FI_1000.PV,2023-06-22 05:45:00,2023-06-22 05:45:00,1,0.0
02FI_1000.PV,2023-06-24 02:16:00,2023-06-24 02:16:00,1,0.0
02FI_1000.PV,2023-06-25 13:18:00,2023-06-25 13:18:00,1,0.0
02FI_1000.PV,2023-07-05 15:18:00,2023-07-05 15:18:00,1,0.0
02FI_1000.PV,2023-07-11 12:48:00,2023-07-11 12:48:00,1,0.0
02FI_1000.PV,2023-07-17 15:30:00,2023-07-17 15:30:00,1,0.0
02FI_1000.PV,2023-07-23 11:50:00,2023-07-23 11:50:00,1,0.0
02FI_1000.PV,2023-08-07 15:11:00,2023-08-07 15:11:00,1,0.0
02FI_1000.PV,2023-08-08 10:43:00,2023-08-08 10:43:00,1,0.0
02FI_1000.PV,2023-08-08 12:47:00,2023-08-08 12:47:00,1,0.0
02FI_1000.PV,2023-08-10 02:02:00,2023-08-10 02:02:00,1,0.0
02FI_1000.PV,2023-08-16 18:22:00,2023-08-16 18:22:00,1,0.0
02FI_1000.PV,2023-08-20 01:45:00,2023-08-20 01:45:00,1,0.0
02FI_1000.PV,2023-08-23 07:37:00,2023-08-23 07:37:00,1,0.0
02FI_1000.PV,2023-08-24 16:14:00,2023-08-24 16:14:00,1,0.0
02FI_1000.PV,2023-08-30 19:45:00,2023-08-30 19:45:00,1,0.0
02FI_1000.PV,2023-09-02 17:35:00,2023-09-02 17:35:00,1,0.0
02FI_1000.PV,2023-09-18 03:52:00,2023-09-18 03:52:00,1,0.0
02FI_1000.PV,2023-09-23 08:41:00,2023-09-23 08:41:00,1,0.0
02FI_1000.PV,2023-09-24 04:56:00,2023-09-24 04:56:00,1,0.0
02FI_1000.PV,2023-09-28 17:55:00,2023-09-28 17:55:00,1,0.0
02FI_1000.PV,2023-10-09 03:28:00,2023-10-09 03:28:00,1,0.0
02FI_1000.PV,2023-10-10 09:27:00,2023-10-10 09:27:00,1,0.0
02FI_1000.PV,2023-10-27 16:34:00,2023-10-27 16:34:00,1,0.0
02FI_1000.PV,2023-11-04 12:15:00,2023-11-04 12:15:00,1,0.0
02FI_1000.PV,2023-11-06 05:58:00,2023-11-06 05:58:00,1,0.0
02FI_1000.PV,2023-11-08 17:47:00,2023-11-08 17:47:00,1,0.0
02FI_1000.PV,2023-11-09 07:31:00,2023-11-09 07:31:00,1,0.0
02FI_1000.PV,2023-11-12 18:45:00,2023-11-12 18:45:00,1,0.0
02FI_1000.PV,2023-11-19 00:25:00,2023-11-19 00:25:00,1,0.0
02FI_1000.PV,2023-11-23 16:38:00,2023-11-23 16:40:00,3,2.0
02FI_1000.PV,2023-11-27 19:35:00,2023-11-27 19:35:00,1,0.0
